Package Name,Class Name,Method Name,Parameter Types,Cyclomatic Complexity
org.apache.commons.collections4.properties,EmptyPropertiesTest,testKeySet,"No parameters",1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,contains,"Object",1
org.apache.commons.collections4.iterators,AbstractMapIteratorTest,testMapIteratorSetRemoveSet,"No parameters",2
org.apache.commons.collections4.keyvalue,AbstractMapEntryTest,testSelfReferenceHandling,"No parameters",1
org.apache.commons.collections4,IterableUtils,matchesAny,"Iterable<E>, Predicate<? super E>",1
org.apache.commons.collections4.list,PredicatedList,listIterator,"int",1
org.apache.commons.collections4,CollectionUtilsTest,testIsEqualCollectionToSelf,"No parameters",1
org.apache.commons.collections4.iterators,ObjectGraphIteratorTest,testIteratorConstructor_null_remove,"No parameters",1
org.apache.commons.collections4,SetUtils,emptySet,"No parameters",1
org.apache.commons.collections4.iterators,CollatingIterator,addIterator,"Iterator<? extends E>",1
org.apache.commons.collections4.map,MultiValueMapTest,testIterator_Key,"No parameters",1
org.apache.commons.collections4.bidimap,AbstractBidiMapTest,doTestGetKey,"BidiMap<?,?>, Object, Object",1
org.apache.commons.collections4.iterators,CollatingIterator,least,"No parameters",6
org.apache.commons.collections4.map,AbstractMapTest,testEntrySetIteratorRemoveChangesMap,"No parameters",3
org.apache.commons.collections4.bloomfilter,AbstractBloomFilterTest,testMergeWithIndexExtractor,"No parameters",2
org.apache.commons.collections4,LcsVisitor,getSubSequence,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testGetFromObject,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,getFromEnumeration,"No parameters",1
org.apache.commons.collections4.properties,AbstractPropertiesFactoryTest,testLoadPath,"String",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testRemoveMappingThroughGet,"No parameters",6
org.apache.commons.collections4,IterableUtilsTest,testDuplicateListAllSameInList,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testContainsValue1,"No parameters",1
org.apache.commons.collections4,IteratorUtils,filteredListIterator,"ListIterator<? extends E>, Predicate<? super E>",1
org.apache.commons.collections4,CollectionUtils,addIgnoreNull,"Collection<T>, T",1
org.apache.commons.collections4.map,Flat3MapTest,testContainsValue3,"No parameters",1
org.apache.commons.collections4.list,AVLNode,getHeight,"AVLNode<E>",1
org.apache.commons.collections4.map,Flat3MapTest,testContainsValue2,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testRemove11,"No parameters",1
org.apache.commons.collections4.map,DefaultedMapTest,testMapGet2,"No parameters",1
org.apache.commons.collections4.iterators,ObjectArrayListIteratorTest,testListIterator,"No parameters",4
org.apache.commons.collections4.map,Flat3MapTest,testRemove12,"No parameters",1
org.apache.commons.collections4.map,DefaultedMapTest,testMapGet3,"No parameters",1
org.apache.commons.collections4.bloomfilter,BitMapExtractorFromLongArrayTest,constructorTest,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,bulkTestMapEntrySet,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testRemove10,"No parameters",1
org.apache.commons.collections4.functors,AbstractAnyAllOnePredicateTest,singleValues,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testRemove13,"No parameters",1
org.apache.commons.collections4.map,DefaultedMapTest,testMapGet4,"No parameters",2
org.apache.commons.collections4.bidimap,TreeBidiMap,doToString,"DataElement",4
org.apache.commons.collections4.list,CursorableLinkedListTest,testSubListAddBegin,"No parameters",1
org.apache.commons.collections4.list,Cursor,close,"No parameters",2
org.apache.commons.collections4.bloomfilter,AbstractCountingBloomFilterTest,assertCounts,"CountingBloomFilter, int[]",3
org.apache.commons.collections4.map,AbstractIterableMapTest,testFailFastEntrySet,"No parameters",3
org.apache.commons.collections4,IteratorUtilsTest,testGetAtIndexFromIterator,"No parameters",1
org.apache.commons.collections4,AbstractObjectTest,readExternalFormFromDisk,"String",1
org.apache.commons.collections4.map,ReferenceBaseIterator,currentEntry,"No parameters",1
org.apache.commons.collections4.list,Cursor,nodeInserted,"Node<E>",2
org.apache.commons.collections4,CollectionUtilsTest,forAllDoCollection,"No parameters",1
org.apache.commons.collections4.iterators,AbstractListIteratorTest,testRemoveThenSet,"No parameters",2
org.apache.commons.collections4,MapUtilsTest,testTransformedMap,"No parameters",1
org.apache.commons.collections4.map,MultiKeyMapTest,testMultiKeyPut,"No parameters",3
org.apache.commons.collections4.functors,CatchAndRethrowClosureTest,generateNoExceptionClosure,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testTransformedCollection_2,"No parameters",1
org.apache.commons.collections4.list,CursorableLinkedListTest,testInternalState_CursorNextRemoveIndex1ByList,"No parameters",1
org.apache.commons.collections4.functors,AbstractCompositePredicateTest,nullElementsInCollectionToGetInstance,"No parameters",1
org.apache.commons.collections4.bloomfilter,Hasher,indices,"Shape",1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,followLeft,"TrieEntry<K,V>",4
org.apache.commons.collections4.bloomfilter,AbstractBitMapExtractorTest,testForEachBitMapEarlyExit,"No parameters",2
org.apache.commons.collections4.list,NodeCachingLinkedList,getMaximumCacheSize,"No parameters",1
org.apache.commons.collections4.keyvalue,DerivedMultiKey,getSecond,"No parameters",1
org.apache.commons.collections4,IteratorUtilsTest,testAsMultipleIterableNull,"No parameters",1
org.apache.commons.collections4.list,FixedSizeListTest,testMaxSize,"No parameters",1
org.apache.commons.collections4.bloomfilter,AbstractIndexExtractorTest,testBehaviourForEachIndex,"No parameters",3
org.apache.commons.collections4,QueueUtilsTest,testEmptyQueue,"No parameters",1
org.apache.commons.collections4.list,AbstractListTest,testListGetByIndex,"No parameters",2
org.apache.commons.collections4.trie,RangeEntryMap,getFromKey,"No parameters",1
org.apache.commons.collections4.map,ConcurrentReferenceHashMap,hashOf,"Object",1
org.apache.commons.collections4,BulkTest,getName,"No parameters",1
org.apache.commons.collections4.iterators,PushbackIteratorTest,testDelayedPushback,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testOrPredicate,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,testMapComputeIfPresent,"No parameters",18
org.apache.commons.collections4,MultiMapUtilsTest,testGetCollection,"No parameters",2
org.apache.commons.collections4.list,AVLNode,removeSelf,"No parameters",11
org.apache.commons.collections4.multiset,UnmodifiableMultiSetTest,testEntrySet,"No parameters",1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,higherEntry,"K",10
org.apache.commons.collections4.keyvalue,MultiKeyTest,testGetKeysArrayConstructorNonCloned,"No parameters",1
org.apache.commons.collections4,WrappedGet,mapIterator,"No parameters",2
org.apache.commons.collections4,AbstractObjectTest,testEqualsNull,"No parameters",1
org.apache.commons.collections4.bloomfilter,CountingPredicateTest,testPredicateSameLength,"No parameters",1
org.apache.commons.collections4.properties,AbstractPropertiesFactoryTest,getPathString,"String",1
org.apache.commons.collections4.multimap,HashSetValuedHashMapTest,testSetValuedMapRemoveViaIterator,"No parameters",2
org.apache.commons.collections4,TransformerUtils,chainedTransformer,"Transformer<? super T,? extends T>",1
org.apache.commons.collections4.bag,CollectionSortedBagTest,testEmptyBagCompatibility,"No parameters",2
org.apache.commons.collections4.bloomfilter,AbstractHasherTest,createEmptyHasher,"No parameters",1
org.apache.commons.collections4.sequence,Snake,getDiag,"No parameters",1
org.apache.commons.collections4.iterators,FilterListIterator,add,"E",1
org.apache.commons.collections4.bag,TreeBagTest,testOrdering,"No parameters",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testFullMapCompatibility,"No parameters",4
org.apache.commons.collections4.multimap,ArrayListValuedHashMapTest,testListValuedMapAdd,"No parameters",1
org.apache.commons.collections4.bloomfilter,DefaultBloomFilterTest,testHasherBasedMergeWithDifferingSparseness,"No parameters",1
org.apache.commons.collections4.list,LazyListTest,testCreateNullGapsWithFactory,"No parameters",1
org.apache.commons.collections4,IteratorUtilsTest,testObjectGraphIterator,"No parameters",1
org.apache.commons.collections4,FluentIterableTest,testAsEnumeration,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,cardinalityOfNull,"No parameters",1
org.apache.commons.collections4.map,LRUMapTest,testAccessOrder2,"No parameters",2
org.apache.commons.collections4.functors,IfTransformer,getFalseTransformer,"No parameters",1
org.apache.commons.collections4.map,AbstractHashedMap,addEntry,"HashEntry<K,V>, int",1
org.apache.commons.collections4,CollectionUtilsTest,testTransformingCollectionNullColl,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testRetainAllNullSubColl,"No parameters",1
org.apache.commons.collections4.comparators,ComparatorChain,checkChainIntegrity,"No parameters",2
org.apache.commons.collections4.collection,Builder,createPredicatedMultiSet,"MultiSet<E>",1
org.apache.commons.collections4,PredicateUtilsTest,testAsPredicateTransformerEx2,"No parameters",1
org.apache.commons.collections4.properties,AbstractPropertiesFactoryTest,testLoadFileName,"String",1
org.apache.commons.collections4,PredicateUtilsTest,testAsPredicateTransformerEx1,"No parameters",1
org.apache.commons.collections4,IteratorUtilsTest,testArrayListIterator,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testSizeIsEmpty_Array,"No parameters",1
org.apache.commons.collections4.set,AbstractSortedSetTest,bulkTestSortedSetHeadSet,"No parameters",1
org.apache.commons.collections4.functors,AbstractCompositePredicateTest,singletonCollectionToGetInstance,"No parameters",1
org.apache.commons.collections4,MapUtils,getIntValue,"Map<? super K,?>, K, int",1
org.apache.commons.collections4.iterators,IteratorIterable,createTypesafeIterator,"Iterator<? extends E>",1
org.apache.commons.collections4,MapUtils,getDouble,"Map<? super K,?>, K, Function<K,Double>",1
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,unmodifiableMultiValuedMap,"MultiValuedMap<? extends K,? extends V>",2
org.apache.commons.collections4.properties,EmptyPropertiesTest,newPrintStream,"ByteArrayOutputStream",1
org.apache.commons.collections4.map,AbstractLinkedMap,entryBefore,"LinkEntry<K,V>",1
org.apache.commons.collections4.iterators,CollatingIterator,setComparator,"Comparator<? super E>",1
org.apache.commons.collections4.bloomfilter,TimestampedBloomFilter,getTimestamp,"No parameters",1
org.apache.commons.collections4.map,ReferenceEntry,toReference,"ReferenceStrength, T, int",2
org.apache.commons.collections4,PredicateUtilsTest,testIsNotNullPredicate,"No parameters",1
org.apache.commons.collections4.iterators,FilterListIterator,hasPrevious,"No parameters",1
org.apache.commons.collections4.map,LazyMap,lazyMap,"Map<K,V>, Transformer<? super K,? extends V>",1
org.apache.commons.collections4.bidimap,TreeBidiMap,copyColor,"Node<K,V>, Node<K,V>, DataElement",3
org.apache.commons.collections4.iterators,FilterIteratorTest,testRepeatedHasNext,"No parameters",2
org.apache.commons.collections4.map,AbstractMapTest,testKeySetRemoveChangesMap,"No parameters",3
org.apache.commons.collections4,IteratorUtils,transformedIterator,"Iterator<? extends I>, Transformer<? super I,? extends O>",1
org.apache.commons.collections4.iterators,AbstractIteratorTest,testEmptyIterator,"No parameters",2
org.apache.commons.collections4.queue,TransformedQueueTest,testTransformedQueue_decorateTransform,"No parameters",2
org.apache.commons.collections4.trie,AbstractPatriciaTrie,floorEntry,"K",8
org.apache.commons.collections4,WrappedPut,isEmpty,"No parameters",1
org.apache.commons.collections4.set,MapBackedSet2Test,testCanonicalEmptyCollectionExists,"No parameters",1
org.apache.commons.collections4.functors,AbstractPredicateTest,assertPredicateFalse,"Predicate<T>, T",1
org.apache.commons.collections4.bloomfilter,SetOperationsTest,testCommutativityOnMismatchedSizes,"No parameters",1
org.apache.commons.collections4,BagUtils,emptyBag,"No parameters",1
org.apache.commons.collections4.iterators,UnmodifiableMapIterator,unmodifiableMapIterator,"MapIterator<? extends K,? extends V>",2
org.apache.commons.collections4,IterableUtils,matchesAll,"Iterable<E>, Predicate<? super E>",1
org.apache.commons.collections4.map,AbstractMapTest,testValuesRemoveAll,"No parameters",4
org.apache.commons.collections4.set,CompositeSet,addComposited,"Set<E>, Set<E>",1
org.apache.commons.collections4.bidimap,TreeBidiMap,modify,"No parameters",1
org.apache.commons.collections4.multiset,PredicatedMultiSetTest,testIllegalAdd,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,testMapPut,"No parameters",11
org.apache.commons.collections4.map,LRUMap,clone,"No parameters",1
org.apache.commons.collections4.list,SetUniqueListTest,testSetDownwardsInList,"No parameters",1
org.apache.commons.collections4.multiset,AbstractMultiSetTest,testMultiSetEntrySetUpdatedToZero,"No parameters",2
org.apache.commons.collections4,MockTestCase,registerMock,"T",1
org.apache.commons.collections4.properties,EmptyPropertiesTest,testStoreToPrintWriter,"No parameters",1
org.apache.commons.collections4.map,StaticBucketMapTest,test_containsKey_nullMatchesIncorrectly,"No parameters",2
org.apache.commons.collections4,PredicateUtilsTest,testAnyPredicate,"No parameters",1
org.apache.commons.collections4,ListUtilsTest,testLazyFactoryList,"No parameters",1
org.apache.commons.collections4,TransformerUtilsTest,testInstantiateTransformerNull,"No parameters",1
org.apache.commons.collections4.map,AbstractReferenceMap,createKeySetIterator,"No parameters",1
org.apache.commons.collections4.functors,AbstractMockPredicateTest,createMockPredicate,"Boolean",2
org.apache.commons.collections4.map,HashedMapTest,testInternalState,"No parameters",2
org.apache.commons.collections4.bloomfilter,ExtendCheck,advanceOnPopulated,"No parameters",1
org.apache.commons.collections4.bloomfilter,ShapeTest,testFromKM,"No parameters",1
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMapTest,testUnmodifiableMapIterator,"No parameters",1
org.apache.commons.collections4,AbstractLinkedListTest,testLinkedListRemoveFirst,"No parameters",2
org.apache.commons.collections4.map,Builder,setOptions,"EnumSet<Option>",1
org.apache.commons.collections4.map,ReferenceIdentityMapTest,testNullHandling,"No parameters",1
org.apache.commons.collections4,FluentIterable,anyMatch,"Predicate<? super E>",1
org.apache.commons.collections4.bloomfilter,SetOperationsTest,testJaccardDistance,"No parameters",1
org.apache.commons.collections4.map,MultiValueMap,multiValueMap,"Map<K,? super Collection<V>>",1
org.apache.commons.collections4,MultiMapUtils,getValuesAsSet,"MultiValuedMap<K,V>, K",3
org.apache.commons.collections4,ClosureUtils,forClosure,"int, Closure<? super E>",1
org.apache.commons.collections4.bloomfilter,Shape,isSparse,"int",1
org.apache.commons.collections4,IteratorUtilsTest,testPeekingIterator,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testIsEqualCollectionEquator,"No parameters",1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,getPrefixMapByBits,"K, int, int",3
org.apache.commons.collections4.sequence,SequencesComparator,getMiddleSnake,"int, int, int, int",11
org.apache.commons.collections4.set,UnmodifiableNavigableSetTest,setupSet,"No parameters",1
org.apache.commons.collections4.set,TestSortedSetSubSet,isFailFastSupported,"No parameters",1
org.apache.commons.collections4,FactoryUtilsTest,testPrototypeFactoryPublicCopyConstructor,"No parameters",1
org.apache.commons.collections4.functors,AbstractCompositePredicateTest,getPredicateInstance,"Predicate<? super T>",1
org.apache.commons.collections4.iterators,FilterListIteratorTest,testManual,"No parameters",1
org.apache.commons.collections4.map,LRUMap,updateEntry,"HashEntry<K,V>, V",1
org.apache.commons.collections4.multiset,UnmodifiableMultiSetTest,testUnmodifiable,"No parameters",1
org.apache.commons.collections4,MapUtils,getNumber,"Map<? super K,?>, K, Number",1
org.apache.commons.collections4.multiset,PredicatedMultiSetTest,testLegalAddRemove,"No parameters",2
org.apache.commons.collections4.bloomfilter,Cleanup,onMaxSize,"int",3
org.apache.commons.collections4,IteratorUtilsTest,testUnmodifiableListIteratorImmutability,"No parameters",1
org.apache.commons.collections4.bag,TransformedBag,getBag,"No parameters",1
org.apache.commons.collections4,MapUtils,getShortValue,"Map<? super K,?>, K, short",1
org.apache.commons.collections4.multimap,ArrayListValuedHashMapTest,testWrappedListAdd,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testAnyPredicateEx6,"No parameters",1
org.apache.commons.collections4,IteratorUtilsTest,testLoopingListIterator,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testAnyPredicateEx4,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testAnyPredicateEx5,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testAnyPredicateEx2,"No parameters",1
org.apache.commons.collections4,SetUtils,synchronizedSet,"Set<E>",1
org.apache.commons.collections4,PredicateUtilsTest,testAnyPredicateEx3,"No parameters",1
org.apache.commons.collections4,MapUtils,debugPrint,"PrintStream, Object, Map<?,?>",1
org.apache.commons.collections4,PredicateUtilsTest,testAnyPredicateEx1,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testCollateException1,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testCollateException2,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testCollateException0,"No parameters",1
org.apache.commons.collections4.map,Segment,newHashEntry,"K, int, HashEntry<K,V>, V",1
org.apache.commons.collections4.trie,TrieEntry,isInternalNode,"No parameters",1
org.apache.commons.collections4.set,CompositeSet,toSet,"No parameters",1
org.apache.commons.collections4.map,MultiValueMapTest,testTotalSize,"No parameters",1
org.apache.commons.collections4,IterableUtilsTest,testForEachFailure,"No parameters",1
org.apache.commons.collections4.multiset,UnmodifiableMultiSetTest,isRemoveSupported,"No parameters",1
org.apache.commons.collections4.map,UnmodifiableSortedMap,unmodifiableSortedMap,"SortedMap<K,? extends V>",2
org.apache.commons.collections4,ComparatorUtilsTest,testChainedComparator,"No parameters",1
org.apache.commons.collections4.keyvalue,MultiKeyTest,testEqualsAfterSerialization,"No parameters",1
org.apache.commons.collections4.bidimap,AbstractBidiMapTest,testBidiGetKey,"No parameters",1
org.apache.commons.collections4.iterators,PermutationIteratorTest,testEmptyCollection,"No parameters",1
org.apache.commons.collections4,ComparatorUtils,naturalComparator,"No parameters",1
org.apache.commons.collections4.comparators,FixedOrderComparatorTest,testArrayConstructor,"No parameters",1
org.apache.commons.collections4.map,AbstractReferenceMap,createValuesIterator,"No parameters",1
org.apache.commons.collections4,ListUtilsTest,testIntersectEmptyWithEmptyList,"No parameters",1
org.apache.commons.collections4.bidimap,AbstractSortedBidiMapTest,testBidiClearBySubMap,"No parameters",2
org.apache.commons.collections4,ComparatorUtilsTest,testNullLowComparator,"No parameters",1
org.apache.commons.collections4.iterators,SkippingIteratorTest,testRemoveLast,"No parameters",1
org.apache.commons.collections4,MultiMapUtils,getValuesAsBag,"MultiValuedMap<K,V>, K",3
org.apache.commons.collections4.map,PredicatedMapTest,makeTestMap,"No parameters",1
org.apache.commons.collections4.list,CursorableLinkedListTest,testInternalState_CursorNextNextPreviousRemoveIndex1ByList,"No parameters",1
org.apache.commons.collections4.queue,CircularFifoQueueTest,testDefaultSizeAndGetError1,"No parameters",1
org.apache.commons.collections4.queue,CircularFifoQueueTest,testDefaultSizeAndGetError2,"No parameters",1
org.apache.commons.collections4.bloomfilter,CounterCell,compareTo,"CounterCell",1
org.apache.commons.collections4,CollectionUtilsTest,testRemoveAllNullBaseColl,"No parameters",1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,decorated,"No parameters",1
org.apache.commons.collections4,FactoryUtilsTest,testConstantFactoryNull,"No parameters",1
org.apache.commons.collections4.bloomfilter,AbstractCellExtractorTest,testIndexConsistency,"No parameters",1
org.apache.commons.collections4.iterators,ObjectGraphIteratorTest,testIteration_IteratorOfIteratorsWithEmptyIterators,"No parameters",2
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMapTest,testDecoratorFactoryNullMap,"No parameters",1
org.apache.commons.collections4,FluentIterable,unmodifiable,"No parameters",1
org.apache.commons.collections4,IteratorUtilsTest,testEmptyOrderedMapIterator,"No parameters",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,bulkTestAsMap,"No parameters",1
org.apache.commons.collections4.trie.analyzer,StringKeyAnalyzer,isPrefix,"String, int, int, String",2
org.apache.commons.collections4,BagUtils,synchronizedBag,"Bag<E>",1
org.apache.commons.collections4.comparators,Equals,expectTrueWhenBothComparatorsAreLocked,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,isFailFastExpected,"No parameters",1
org.apache.commons.collections4,BagUtils,predicatedSortedBag,"SortedBag<E>, Predicate<? super E>",1
org.apache.commons.collections4.map,AbstractMapTest,testMakeMap,"No parameters",1
org.apache.commons.collections4.iterators,SkippingIteratorTest,testRemoveCalledTwice,"No parameters",1
org.apache.commons.collections4.iterators,FilterListIterator,getListIterator,"No parameters",1
org.apache.commons.collections4.map,LazySortedMap,getSortedMap,"No parameters",1
org.apache.commons.collections4.list,Collections701Test,testHashSet,"No parameters",1
org.apache.commons.collections4,ComparatorUtilsTest,testNullHighComparator,"No parameters",1
org.apache.commons.collections4.bloomfilter,ShapeTest,testToString,"No parameters",1
org.apache.commons.collections4.list,Node,getNextNode,"No parameters",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,isAllowNullKey,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,testKeySetRetainAll,"No parameters",4
org.apache.commons.collections4.properties,EmptyPropertiesTest,testStoreToXMLOutputStreamWithEncoding,"No parameters",1
org.apache.commons.collections4,ListUtilsTest,testSubtractNullElement,"No parameters",1
org.apache.commons.collections4,CollectionUtils,collect,"Iterator<I>, Transformer<? super I,? extends O>",1
org.apache.commons.collections4.trie,KeyAnalyzer,isNullBitKey,"int",1
org.apache.commons.collections4.collection,Builder,createPredicatedList,"List<E>",1
org.apache.commons.collections4.list,CursorableLinkedList,addNode,"Node<E>, Node<E>",1
org.apache.commons.collections4.list,AVLNode,setLeft,"AVLNode<E>, AVLNode<E>",1
org.apache.commons.collections4.bloomfilter,SetOperations,cosineDistance,"BitMapExtractor, BitMapExtractor",1
org.apache.commons.collections4.queue,AbstractQueueTest,testQueueElement,"No parameters",4
org.apache.commons.collections4.trie,PrefixRangeMap,inRange,"K",1
org.apache.commons.collections4,IterableUtils,collatedIterable,"Iterable<? extends E>, Iterable<? extends E>",1
org.apache.commons.collections4.comparators,FixedOrderComparator,setUnknownObjectBehavior,"UnknownObjectBehavior",1
org.apache.commons.collections4,FluentIterableTest,testFactoryMethodOf,"No parameters",1
org.apache.commons.collections4.bloomfilter,IndexExtractor,fromBitMapExtractor,"BitMapExtractor",3
org.apache.commons.collections4.bag,TreeBagTest,setupBag,"No parameters",1
org.apache.commons.collections4.list,CursorableLinkedListTest,testCursorSet,"No parameters",1
org.apache.commons.collections4.bloomfilter,AbstractCountingBloomFilterTest,testCountingSpecificMerge,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,testMapPutNullKey,"No parameters",4
org.apache.commons.collections4,WrappedPut,keySet,"No parameters",1
org.apache.commons.collections4.list,CursorableLinkedList,removeNode,"Node<E>",1
org.apache.commons.collections4.map,AbstractMapTest,testSampleMappings,"No parameters",3
org.apache.commons.collections4,IterableUtilsTest,testDuplicateSetEmptyList,"No parameters",1
org.apache.commons.collections4,ClosureUtilsTest,testDoWhileClosure,"No parameters",1
org.apache.commons.collections4.bloomfilter,LayeredBloomFilterTest,testMultipleFilters,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testIsNotEmptyWithEmptyCollection,"No parameters",1
org.apache.commons.collections4,SetUtils,hashSet,"E",2
org.apache.commons.collections4.iterators,AbstractListIteratorTest,testAddThenSet,"No parameters",2
org.apache.commons.collections4.set,PredicatedSetTest,testGetSet,"No parameters",1
org.apache.commons.collections4,IteratorUtilsTest,testAsIterableNull,"No parameters",1
org.apache.commons.collections4.map,Segment,replaceInternal,"K, int, V",3
org.apache.commons.collections4.properties,OrderedPropertiesTest,assertAscendingOrder,"OrderedProperties",5
org.apache.commons.collections4.bloomfilter,TestingHashers,populateRange,"T, int, int",3
org.apache.commons.collections4,PredicateUtils,notPredicate,"Predicate<? super T>",1
org.apache.commons.collections4,PredicateUtils,andPredicate,"Predicate<? super T>, Predicate<? super T>",1
org.apache.commons.collections4.iterators,IteratorEnumeration,nextElement,"No parameters",1
org.apache.commons.collections4.bidimap,UnmodifiableBidiMap,unmodifiableBidiMap,"BidiMap<? extends K,? extends V>",2
org.apache.commons.collections4,SplitMapUtils,readableMap,"Get<K,V>",2
org.apache.commons.collections4.set,ListOrderedSet,listOrderedSet,"Set<E>, List<E>",2
org.apache.commons.collections4.bloomfilter,Shape,fromKM,"int, int",1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,createEntrySetIterator,"No parameters",1
org.apache.commons.collections4.bloomfilter,DefaultIndexExtractorTest,testFromIndexArray,"No parameters",2
org.apache.commons.collections4.iterators,FilterListIteratorTest,testTruePredicate,"No parameters",1
org.apache.commons.collections4,IterableUtils,countMatches,"Iterable<E>, Predicate<? super E>",1
org.apache.commons.collections4,CollectionUtilsTest,testSynchronizedCollection,"No parameters",1
org.apache.commons.collections4.set,AbstractNavigableSetTest,bulkTestNavigableSetHeadSet,"No parameters",1
org.apache.commons.collections4.list,AbstractListTest,failFastMethod,"List<E>, Method",7
org.apache.commons.collections4.bloomfilter,LayeredBloomFilterTest,testCleanup,"No parameters",1
org.apache.commons.collections4,MultiMapUtils,newListValuedHashMap,"No parameters",1
org.apache.commons.collections4.list,TransformedListTest,testTransformedList_decorateTransform,"No parameters",2
org.apache.commons.collections4,AbstractObjectTest,testSerializeDeserializeThenCompare,"No parameters",3
org.apache.commons.collections4.iterators,AbstractMapIteratorTest,testMapIteratorRemoveGetKey,"No parameters",2
org.apache.commons.collections4.map,ReferenceMapTest,testCustomPurge,"No parameters",5
org.apache.commons.collections4.iterators,AbstractMapIteratorTest,testMapIteratorSet,"No parameters",3
org.apache.commons.collections4.map,ReferenceBaseIterator,nextEntry,"No parameters",2
org.apache.commons.collections4,CollectionUtilsTest,testSize_Array,"No parameters",1
org.apache.commons.collections4.multiset,UnmodifiableMultiSetTest,getCompatibilityVersion,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testSizeIsEmpty_PrimitiveArray,"No parameters",1
org.apache.commons.collections4.properties,AbstractPropertiesFactoryTest,assertContents,"T",1
org.apache.commons.collections4.bloomfilter,BitMaps,getLongBit,"int",1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,readObject,"ObjectInputStream",1
org.apache.commons.collections4.list,AVLNode,removeMax,"No parameters",3
org.apache.commons.collections4.functors,ClosureTransformer,closureTransformer,"Closure<? super T>",1
org.apache.commons.collections4.map,ExpirationPolicy,expirationTime,"K, V",1
org.apache.commons.collections4.map,StaticBucketMap,atomic,"Runnable, int",2
org.apache.commons.collections4.map,ReferenceIdentityMapTest,testPurgeValues,"No parameters",4
org.apache.commons.collections4,IterableUtilsTest,testDuplicateSetWithDuplicates,"No parameters",1
org.apache.commons.collections4.iterators,ZippingIteratorTest,testRemoveFromDouble,"No parameters",3
org.apache.commons.collections4.bloomfilter,LayerManager,addFilter,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testGetFromHashMap,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testIterableMap,"No parameters",1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,incrementSize,"No parameters",1
org.apache.commons.collections4.multimap,ArrayListValuedHashMapTest,testTrimToSize,"No parameters",1
org.apache.commons.collections4,TransformerUtilsTest,testFactoryTransformer,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testVerbosePrintNullLabelAndMap,"No parameters",1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,descendingIterator,"No parameters",1
org.apache.commons.collections4.queue,CircularFifoQueueTest,testCircularFifoQueueRemove,"No parameters",2
org.apache.commons.collections4.bag,AbstractBagTest,testBagEquals,"No parameters",2
org.apache.commons.collections4.map,AbstractHashedMap,entryValue,"HashEntry<K,V>",1
org.apache.commons.collections4.iterators,CollatingIterator,anyHasNext,"List<Iterator<? extends E>>",3
org.apache.commons.collections4.bag,AbstractBagTest,testBagAdd,"No parameters",2
